SMILES,Solvent,log(e/mol-1 dm3 cm-1)
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CO,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CO,
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CO,
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCO,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCO,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC(C)O,
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CC(C)O,
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC(C)O,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O,
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC(C)O,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCO,
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCO,
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCO,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCO,
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCO,
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCO,
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCO,
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCO,
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCO,
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCO,
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CO,
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CCO,
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CC(C)O,
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,c1ccccc1,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC(C)=O,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,O,
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCCO,
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCCO,
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CCO,
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,CO,
C[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,3.73
C[SiH](C)c1cccc2ccccc12,C1CCCCC1,3.75
CCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,3.74
CC(C)(C)[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,3.78
CCCCCCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,3.76
C[Si](C)(C)c1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,3.87
C[SiH](C)c1ccc([SiH](C)C)c2ccccc12,C1CCCCC1,3.86
CC(C)(C)[Si](C)(C)c1ccc([Si](C)(C)C(C)(C)C)c2ccccc12,C1CCCCC1,3.91
COc1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,3.71
C[Si](C)(C)c1ccc(C#N)c2ccccc12,C1CCCCC1,3.88
C[Si](C)(C)c1cccc2c(C#N)cccc12,C1CCCCC1,3.82
C[Si](C)(C)C#Cc1cccc2ccccc12,C1CCCCC1,4.13
C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,4.65
CCCCCCCCCCCCn1cccc1/C=C/c1cc(OCCCC)c(/C=C/c2cccn2CCCCCCCCCCCC)cc1OCCCC,Cc1ccccc1,
CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,Cc1ccccc1,
CCCCCCCCCCCCn1cccc1/C=C/c1ccc(/C=C/c2cccn2CCCCCCCCCCCC)cc1,Cc1ccccc1,
N#Cc1cc2ccc(cc2)c2cccc3cccc(c4ccc(cc4)cc(C#N)c4ccc(cc4)c4cccc5cccc(c6ccc1cc6)c54)c32,Cc1ccccc1,
CCCCCCCCc1ccc(-c2ccc(/C=C(\C#N)c3ccc(-c4cccc5cccc(-c6ccc(/C(C#N)=C/c7ccc(-c8ccc(CCCCCCCC)cc8)cc7)cc6)c45)cc3)cc2)cc1,Cc1ccccc1,
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCCCCC,4.77815125
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,C1COCCO1,4.763427994
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,ClCCl,
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCO,4.763427994
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,4.755874856
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CS(C)=O,
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,4.439332694
ClP1(Cl)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,4.760874638
ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,4.607883744
c1ccc2c(c1)OP1(=NP3(=NP(Oc4ccc5ccc6cccc7ccc4c5c67)(Oc4ccc5ccc6cccc7ccc4c5c67)=N1)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,ClCCl,4.897077003
c1ccc2c(c1)OP1(=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=N1)Oc1ccccc1-2,ClCCl,5.189770956
c1cc2ccc3ccc(OP4(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=N4)c4ccc(c1)c2c34,ClCCl,5.551498792
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,Cc1ccccc1,
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,4.591621038
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,4.819346484
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,5.049992857
COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,4.37
C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,4.35
O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,4.02
O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,4.29
O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,4.17
O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,3.73
O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,4.81
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,
Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,
Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,
CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,
COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,
COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,
O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,
COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,
COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,
CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,
Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,
CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,
CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,
CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,
CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,
O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,
CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,
NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,
Nc1ncc2nc[nH]c2n1,O,
N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,
c1ccc2cc3ccccc3cc2c1,CO,
N#Cc1c2ccccc2cc2ccccc12,CO,
N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,
Cn1c2ccccc2c2ccccc21,C1CCCCC1,
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,
O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,
O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,
O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,
NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,
O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,
N#Cc1cc2ccccc2[nH]1,O,
N#Cc1c[nH]c2ccccc12,O,
N#Cc1cccc2[nH]ccc12,O,3.903089987
N#Cc1ccc2[nH]ccc2c1,O,3.740362689
N#Cc1ccc2cc[nH]c2c1,O,4.017033339
N#Cc1cccc2cc[nH]c12,O,3.903089987
N#Cc1cc2ccccc2[nH]1,C1CCOC1,
N#Cc1c[nH]c2ccccc12,C1CCOC1,
N#Cc1cccc2[nH]ccc12,C1CCOC1,
N#Cc1ccc2[nH]ccc2c1,C1CCOC1,
N#Cc1ccc2cc[nH]c2c1,C1CCOC1,
N#Cc1cccc2cc[nH]c12,C1CCOC1,
N#Cc1cc2ccccc2[nH]1,C1COCCO1,4.482860169
N#Cc1c[nH]c2ccccc12,C1COCCO1,4.118778428
N#Cc1cccc2[nH]ccc12,C1COCCO1,3.998979331
N#Cc1ccc2[nH]ccc2c1,C1COCCO1,3.967187497
N#Cc1ccc2cc[nH]c2c1,C1COCCO1,4.009079658
N#Cc1cccc2cc[nH]c12,C1COCCO1,4.155920236
N#Cc1cc2ccccc2[nH]1,CC#N,4.431288241
N#Cc1c[nH]c2ccccc12,CC#N,4.038043354
N#Cc1cccc2[nH]ccc12,CC#N,4.090749704
N#Cc1ccc2[nH]ccc2c1,CC#N,3.750801643
N#Cc1ccc2cc[nH]c2c1,CC#N,4.190134336
N#Cc1cccc2cc[nH]c12,CC#N,4.069560405
N#Cc1cc2ccccc2[nH]1,CC(C)O,
N#Cc1c[nH]c2ccccc12,CC(C)O,
N#Cc1cccc2[nH]ccc12,CC(C)O,
N#Cc1ccc2[nH]ccc2c1,CC(C)O,
N#Cc1ccc2cc[nH]c2c1,CC(C)O,
N#Cc1cccc2cc[nH]c12,CC(C)O,
N#Cc1cc2ccccc2[nH]1,CCO,
N#Cc1c[nH]c2ccccc12,CCO,
N#Cc1cccc2[nH]ccc12,CCO,
N#Cc1ccc2[nH]ccc2c1,CCO,
N#Cc1ccc2cc[nH]c2c1,CCO,
N#Cc1cccc2cc[nH]c12,CCO,
N#Cc1cc2ccccc2[nH]1,CO,
N#Cc1c[nH]c2ccccc12,CO,
N#Cc1cccc2[nH]ccc12,CO,
N#Cc1ccc2[nH]ccc2c1,CO,
N#Cc1ccc2cc[nH]c2c1,CO,
N#Cc1cccc2cc[nH]c12,CO,
N#Cc1cc2ccccc2[nH]1,CS(C)=O,
N#Cc1c[nH]c2ccccc12,CS(C)=O,
N#Cc1cccc2[nH]ccc12,CS(C)=O,
N#Cc1ccc2[nH]ccc2c1,CS(C)=O,
N#Cc1ccc2cc[nH]c2c1,CS(C)=O,
N#Cc1cccc2cc[nH]c12,CS(C)=O,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,
O=c1c2ccccc2sc2ccccc12,c1ccccc1,3.819543936
O=c1c2ccccc2sc2ccccc12,C1COCCO1,
O=c1c2ccccc2sc2ccccc12,C1CCOC1,
O=c1c2ccccc2sc2ccccc12,CC(C)=O,
O=c1c2ccccc2sc2ccccc12,CC#N,
O=c1c2ccccc2sc2ccccc12,CC(C)O,3.72427587
O=c1c2ccccc2sc2ccccc12,CO,3.763427994
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,3.733197265
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,3.758154622
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,c1ccccc1,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC#N,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CO,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,
Nc1ccccn1,C1CCCCC1,
Nc1ccccn1,CCOCC,
Nc1ccccn1,CCO,
Nc1ccccn1,CC#N,
Nc1cccnc1,C1CCCCC1,
Nc1cccnc1,CCOCC,
Nc1cccnc1,CCO,
Nc1cccnc1,CC#N,
Nc1ccncc1,CCOCC,
Nc1ccncc1,CCO,
Nc1ccncc1,CC#N,
Nc1ccccn1,O,
Nc1cccnc1,O,
Nc1ccncc1,O,
Nc1cccc[nH+]1,O,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CO,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCOCC,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCO,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCCC,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCO,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,C1COCCO1,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,ClC(Cl)Cl,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,c1ccccc1,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CO,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCOCC,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCO,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCC,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCO,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C1COCCO1,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,ClC(Cl)Cl,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,c1ccccc1,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCCCCC,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,Cc1ccccc1,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOCC,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,C1CCOC1,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOC(C)=O,
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,ClCCl,
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,Cc1ccccc1,
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOCC,
